Field ID,Description,Category,Unnamed: 3
28106,How often eye protection used when outside home between the start of July and mid-September,Waves 1-6 exposure questionnaire,
28108,How often eye protection used when outside home between the start of November and the start of December,Waves 1-6 exposure questionnaire,
28101,How often face mask used when outside home between mid-March and the end of June (i.e the first UK lockdown),Waves 1-6 exposure questionnaire,
28103,How often face mask used when outside home between mid-September and the end of October,Waves 1-6 exposure questionnaire,
28102,How often face mask used when outside home between the start of July and mid-September,Waves 1-6 exposure questionnaire,
28104,How often face mask used when outside home between the start of November and the start of December,Waves 1-6 exposure questionnaire,
28066,How often medical face masks used at work between 1st March 2020 and 30th November 2020,Waves 1-6 exposure questionnaire,
28067,How often respirators used at work between 1st March 2020 and 30th November 2020,Waves 1-6 exposure questionnaire,
28072,How often soap and water used at work between 1st March 2020 and 30th November 2020,Waves 1-6 exposure questionnaire,
22032,IPAQ activity group,MET Scores,
102120,Ice-cream intake,Soup/snacks/pastries yesterday,
20418,Impact on normal roles during worst period of anxiety,Anxiety,
20440,Impact on normal roles during worst period of depression,Depression,
29031,Impact on normal roles during worst period of depression,Depression,
30582,Improvement of feeling in legs with movement,Restless legs,
26200,In UK Biobank PRS Release Testing subgroup,Polygenic Risk Scores,
28064,In close contact with public or co-workers between 1st March 2020 and 30th November 2020 as part of job,Waves 1-6 exposure questionnaire,
24025,Included in pollution study,Local environment,
401,Index for card A in round,Reaction time,
402,Index for card B in round,Reaction time,
102040,Indian snacks intake,Soup/snacks/pastries yesterday,
21072,Infection diagnosed alongside IBS when IBS symptoms began,Digestive health,
21071,Infectious illness diagnosis status when IBS symptoms first began,Digestive health,
100250,Instant coffee intake,Hot/cold beverages yesterday,
100910,Intake of artificial sweetener added to cereal,Cereal yesterday,
100380,Intake of artificial sweetener added to coffee,Hot/cold beverages yesterday,
100500,Intake of artificial sweetener added to tea,Hot/cold beverages yesterday,
100900,Intake of sugar added to cereal,Cereal yesterday,
100370,Intake of sugar added to coffee,Hot/cold beverages yesterday,
100490,Intake of sugar added to tea,Hot/cold beverages yesterday,
10105,Internet user (pilot),Electronic device use,
5196,Intra-ocular pressure (IOP) method (left),Intraocular pressure,
5194,Intra-ocular pressure (IOP) method (right),Intraocular pressure,
110003,"Invitation to assessment centre, acceptance",Recruitment,
110001,"Invitation to complete online 24-hour recall dietary questionnaire, acceptance",Diet by 24-hour recall,
110005,"Invitation to physical activity study, acceptance",Physical activity measurement,
1940,Irritability,Mental health,
120052,Itching present in pain that bothers the most,Experience of pain,
23066,JCV seropositivity for Human Polyomavirus JCV,Infectious Diseases,
22617,Job code - historical,Employment history,
20277,Job code at visit,Employment,
132,Job code at visit - entered,Employment,#
22601,Job coding,Employment history,
22620,Job involved shift work,Employment history,
816,Job involves heavy manual or physical work,Employment,
806,Job involves mainly walking or standing,Employment,
3426,Job involves night shift work,Employment,
826,Job involves shift work,Employment,
23059,KSHV seropositivity for Kaposi's Sarcoma-Associated Herpesvirus,Infectious Diseases,
20423,Keyed up or on edge during worst period of anxiety,Anxiety,
28063,Keyworker occupation group,Waves 1-6 exposure questionnaire,
21164,Kidney fusion,Kidney derived measures,
3773,Knee pain for 3+ months,Pain,
103040,Lamb intake,Meat/fish yesterday,
1379,Lamb/mutton intake,Diet,
100300,Latte intake,Hot/cold beverages yesterday,
104230,Leek intake,Fruit/vegetables yesterday,
31130,Left atrium quality score,Cardiac and aortic function #2,
28081,Left home between mid-March and the end of June (i.e the first UK lockdown) for reason other than paid work,Waves 1-6 exposure questionnaire,
28093,"Left home between mid-March and the end of June (i.e the first UK lockdown) to eat or drink inside a cafe, restaurant or pub/bar",Waves 1-6 exposure questionnaire,
28085,Left home between mid-March and the end of June (i.e the first UK lockdown) to go shopping,Waves 1-6 exposure questionnaire,
28089,Left home between mid-March and the end of June (i.e the first UK lockdown) to visit a healthcare setting,Waves 1-6 exposure questionnaire,
28083,Left home between mid-September and the end of October for reason other than paid work,Waves 1-6 exposure questionnaire,
28095,"Left home between mid-September and the end of October to eat or drink inside a cafe, restaurant or pub/bar",Waves 1-6 exposure questionnaire,
28087,Left home between mid-September and the end of October to go shopping,Waves 1-6 exposure questionnaire,
28091,Left home between mid-September and the end of October to visit a healthcare setting,Waves 1-6 exposure questionnaire,
28082,Left home between the start of July and mid-September for reason other than paid work,Waves 1-6 exposure questionnaire,
28094,"Left home between the start of July and mid-September to eat or drink inside a cafe, restaurant or pub/bar",Waves 1-6 exposure questionnaire,
28086,Left home between the start of July and mid-September to go shopping,Waves 1-6 exposure questionnaire,
28090,Left home between the start of July and mid-September to visit a healthcare setting,Waves 1-6 exposure questionnaire,
28084,Left home between the start of November and the start of December for reason other than paid work,Waves 1-6 exposure questionnaire,
28096,"Left home between the start of November and the start of December to eat or drink inside a cafe, restaurant or pub/bar",Waves 1-6 exposure questionnaire,
28088,Left home between the start of November and the start of December to go shopping,Waves 1-6 exposure questionnaire,
28092,Left home between the start of November and the start of December to visit a healthcare setting,Waves 1-6 exposure questionnaire,
31131,Left ventricle quality score,Cardiac and aortic function #2,
5463,Leg pain in calf/calves,Claudication and peripheral artery disease,
4728,Leg pain on walking,Claudication and peripheral artery disease,
5507,Leg pain on walking : action taken,Claudication and peripheral artery disease,
5518,Leg pain on walking : effect of standing still,Claudication and peripheral artery disease,
5452,Leg pain when standing still or sitting,Claudication and peripheral artery disease,
5496,Leg pain when walking ever disappears while walking,Claudication and peripheral artery disease,
5485,Leg pain when walking normally,Claudication and peripheral artery disease,
5474,Leg pain when walking uphill or hurrying,Claudication and peripheral artery disease,
120076,Legs and feet usually hurt when the bed covers touch skin,Experience of pain,
120071,Legs and/or feet are usually numb,Experience of pain,
120082,Legs usually hurt when walking,Experience of pain,
5663,Length of longest manic/irritable episode,Mental health,
1110,Length of mobile phone use,Electronic device use,
30543,Length of time had a problem with sleep,Insomnia,
120020,Length of time of pain or discomfort,Experience of pain,
28601,Length of time suffering from a decrease in appetite,Health and well-being,
28715,Length of time suffering from a fever,Health and well-being,
28613,Length of time suffering from a loss or change in sense of smell,Health and well-being,
28616,Length of time suffering from a loss or change in sense of taste,Health and well-being,
28712,Length of time suffering from a new allergy or intolerance,Health and well-being,
28664,Length of time suffering from a persistent cough,Health and well-being,
28619,Length of time suffering from a sore or painful throat,Health and well-being,
28649,Length of time suffering from abdominal pain/tummy ache,Health and well-being,
28640,Length of time suffering from back pain,Health and well-being,
28661,Length of time suffering from bone pain,Health and well-being,
28643,Length of time suffering from chest pain,Health and well-being,
28673,Length of time suffering from chest pressure,Health and well-being,
28718,Length of time suffering from chills,Health and well-being,
28688,Length of time suffering from difficulty sleeping,Health and well-being,
28682,Length of time suffering from dizziness/light-headedness,Health and well-being,
28607,Length of time suffering from gastrointestinal issues,Health and well-being,
28634,Length of time suffering from headaches,Health and well-being,
28628,Length of time suffering from hearing loss,Health and well-being,
28676,Length of time suffering from heart issues,Health and well-being,
28658,Length of time suffering from joint pain or swelling of joint(s),Health and well-being,
28652,Length of time suffering from leg pain,Health and well-being,
28697,Length of time suffering from mild fatigue,Health and well-being,
28655,Length of time suffering from muscle pain/achy muscles,Health and well-being,
28622,Length of time suffering from nasal congestion,Health and well-being,
28604,Length of time suffering from nausea and/or vomiting,Health and well-being,
28637,Length of time suffering from neck pain/stiff neck,Health and well-being,
28691,Length of time suffering from night sweats,Health and well-being,
28733,Length of time suffering from numbness or tingling somewhere in the body,Health and well-being,
28631,Length of time suffering from other hearing issues,Health and well-being,
28646,Length of time suffering from pain on breathing,Health and well-being,
28667,Length of time suffering from phlegm production/a chesty cough,Health and well-being,
28703,Length of time suffering from post-exertional symptom exacerbation,Health and well-being,
28679,Length of time suffering from postural tachycardia,Health and well-being,
28724,Length of time suffering from problems communicating,Health and well-being,
28727,"Length of time suffering from problems relating to mood, anxiety and emotions",Health and well-being,
28721,Length of time suffering from problems thinking,Health and well-being,
28709,Length of time suffering from red/purple sores or blisters on feet,Health and well-being,
28700,Length of time suffering from severe fatigue,Health and well-being,
28685,Length of time suffering from shortness of breath or trouble breathing,Health and well-being,
28706,Length of time suffering from skin issues,Health and well-being,
28670,Length of time suffering from tightness in the chest,Health and well-being,
28625,Length of time suffering from tinnitus,Health and well-being,
28694,Length of time suffering from unrestful sleep,Health and well-being,
28610,Length of time suffering from vision problems,Health and well-being,
28730,Length of time suffering from weakness of muscles or difficulty moving arms and legs,Health and well-being,
21030,Less frequent bowel movements when abdominal discomfort/pain started,Digestive health,
104240,Lettuce intake,Fruit/vegetables yesterday,
120113,"Level of difficultly depression has made to do work, take care of things at home, or get along with other people",Experience of pain,
2644,"Light smokers, at least 100 smokes in lifetime",Smoking,
10895,"Light smokers, at least 100 smokes in lifetime (pilot)",Smoking,
32077,Likelihood of falling asleep when on the phone in the past two weeks - version 1,Sleep consequences,
32078,Likelihood of falling asleep when on the phone in the past two weeks - version 2,Sleep consequences,
32079,Likelihood of falling asleep when on the phone in the past two weeks - version 3,Sleep consequences,
30469,Likelihood of falling asleep when didn't intend to in 2019,Quality of sleep,
32089,Likelihood of falling asleep when driving a car in the past two weeks - version 1,Sleep consequences,
32090,Likelihood of falling asleep when driving a car in the past two weeks - version 2,Sleep consequences,
32091,Likelihood of falling asleep when driving a car in the past two weeks - version 3,Sleep consequences,
32080,Likelihood of falling asleep when in a meeting in the past two weeks - version 1,Sleep consequences,
32081,Likelihood of falling asleep when in a meeting in the past two weeks - version 2,Sleep consequences,
32082,Likelihood of falling asleep when in a meeting in the past two weeks - version 3,Sleep consequences,
32083,Likelihood of falling asleep when listening to someone talking in the past two weeks - version 1,Sleep consequences,
32084,Likelihood of falling asleep when listening to someone talking in the past two weeks - version 2,Sleep consequences,
32085,Likelihood of falling asleep when listening to someone talking in the past two weeks - version 3,Sleep consequences,
32097,Likelihood of falling asleep when lying down to rest in the past two weeks - version 3,Sleep consequences,
32095,Likelihood of falling asleep when lying down to take a nap in the past two weeks - version 1,Sleep consequences,
32096,Likelihood of falling asleep when lying down to take a nap in the past two weeks - version 2,Sleep consequences,
32092,Likelihood of falling asleep when playing a videogame in the past two weeks - version 1,Sleep consequences,
32093,Likelihood of falling asleep when playing a videogame in the past two weeks - version 2,Sleep consequences,
32094,Likelihood of falling asleep when playing a videogame in the past two weeks - version 3,Sleep consequences,
32086,Likelihood of falling asleep when playing cards or a board game in the past two weeks - version 1,Sleep consequences,
32087,Likelihood of falling asleep when playing cards or a board game in the past two weeks - version 2,Sleep consequences,
32088,Likelihood of falling asleep when playing cards or a board game in the past two weeks - version 3,Sleep consequences,
32074,Likelihood of falling asleep when sitting at a desk working on a computer in the past two weeks - version 1,Sleep consequences,
32075,Likelihood of falling asleep when sitting at a desk working on a computer in the past two weeks - version 2,Sleep consequences,
32076,Likelihood of falling asleep when sitting at a desk working on a computer in the past two weeks - version 3,Sleep consequences,
32098,Likelihood of falling asleep when travelling as a passenger in the past two weeks - version 1,Sleep consequences,
32099,Likelihood of falling asleep when travelling as a passenger in the past two weeks - version 2,Sleep consequences,
32100,Likelihood of falling asleep when travelling as a passenger in the past two weeks - version 3,Sleep consequences,
32101,Likelihood of falling asleep when watching a film at home in the past two weeks - version 1,Sleep consequences,
32102,Likelihood of falling asleep when watching a film at home in the past two weeks - version 2,Sleep consequences,
32103,Likelihood of falling asleep when watching a film at home in the past two weeks - version 3,Sleep consequences,
32071,Likelihood of falling asleep without intending to in the past 2 weeks - version 1,Sleep consequences,
32072,Likelihood of falling asleep without intending to in the past 2 weeks - version 2,Sleep consequences,
32073,Likelihood of falling asleep without intending to in the past 2 weeks - version 3,Sleep consequences,
2936,Likelihood of resuming smoking,Smoking,
20600,Liking for adding salt to foods,Food (and other) preferences,
20601,Liking for aniseed,Food (and other) preferences,
20602,Liking for apple juice,Food (and other) preferences,
20603,Liking for apples,Food (and other) preferences,
20604,Liking for asparagus,Food (and other) preferences,
20605,Liking for aubergine,Food (and other) preferences,
20606,Liking for avocados,Food (and other) preferences,
20607,Liking for bacon,Food (and other) preferences,
20608,Liking for baked/steamed fish,Food (and other) preferences,
20609,Liking for bananas,Food (and other) preferences,
20610,Liking for barbequed or grilled meat,Food (and other) preferences,
20611,Liking for beef steak,Food (and other) preferences,
20612,Liking for beetroot,Food (and other) preferences,
20613,Liking for bell pepper,Food (and other) preferences,
20614,Liking for bicycling,Food (and other) preferences,
20615,Liking for biscuits,Food (and other) preferences,
20616,Liking for bitter foods,Food (and other) preferences,
20617,Liking for bitter/ale,Food (and other) preferences,
20618,Liking for black olives,Food (and other) preferences,
20619,Liking for black pepper,Food (and other) preferences,
20620,Liking for blue cheese,Food (and other) preferences,
20621,Liking for bolognese sauce,Food (and other) preferences,
20622,Liking for broad beans,Food (and other) preferences,
20623,Liking for broccoli,Food (and other) preferences,
20624,Liking for brown rice,Food (and other) preferences,
20625,Liking for brussel sprouts,Food (and other) preferences,
20626,Liking for burgers (meat),Food (and other) preferences,
20627,Liking for burn of spicy foods,Food (and other) preferences,
20628,Liking for butter on bread,Food (and other) preferences,
20629,Liking for butternut squash,Food (and other) preferences,
20630,Liking for cabbage,Food (and other) preferences,
20631,Liking for cake,Food (and other) preferences,
20632,Liking for cake icing,Food (and other) preferences,
20633,Liking for capers,Food (and other) preferences,
20634,Liking for cauliflower,Food (and other) preferences,
20635,Liking for cereal/granola bar,Food (and other) preferences,
20636,Liking for cheesecake,Food (and other) preferences,
20637,Liking for cherries,Food (and other) preferences,
20638,Liking for chicken,Food (and other) preferences,
20639,Liking for chilli pepper,Food (and other) preferences,
20640,Liking for chips/french fries,Food (and other) preferences,
20641,Liking for cigarette smoking,Food (and other) preferences,
20642,Liking for cod,Food (and other) preferences,
20643,Liking for coffee with sugar,Food (and other) preferences,
20644,Liking for coffee without sugar,Food (and other) preferences,
20645,Liking for coriander,Food (and other) preferences,
20646,Liking for corn flakes,Food (and other) preferences,
20647,Liking for cream,Food (and other) preferences,
20648,Liking for croissant,Food (and other) preferences,
20649,Liking for cucumber,Food (and other) preferences,
20650,Liking for curry,Food (and other) preferences,
20651,Liking for dairy products,Food (and other) preferences,
20652,Liking for dark chocolate,Food (and other) preferences,
20653,Liking for diet fizzy drinks,Food (and other) preferences,
20654,Liking for dried fruit,Food (and other) preferences,
20655,Liking for eggs,Food (and other) preferences,
20656,Liking for exercising alone,Food (and other) preferences,
20657,Liking for exercising with others,Food (and other) preferences,
20658,Liking for extra virgin olive oil,Food (and other) preferences,
20659,Liking for fatty foods,Food (and other) preferences,
20660,Liking for fresh tomatoes,Food (and other) preferences,
20661,Liking for fried chicken,Food (and other) preferences,
20662,Liking for fried/battered fish,Food (and other) preferences,
20663,Liking for fruit,Food (and other) preferences,
20664,Liking for garlic,Food (and other) preferences,
20665,Liking for gherkins,Food (and other) preferences,
20666,Liking for globe artichoke,Food (and other) preferences,
20667,Liking for goat's cheese,Food (and other) preferences,
20668,Liking for going to a cafe,Food (and other) preferences,
20669,Liking for going to the gym,Food (and other) preferences,
20670,Liking for going to the pub,Food (and other) preferences,
20671,Liking for grapefruit,Food (and other) preferences,
20672,Liking for green olives,Food (and other) preferences,
20673,Liking for haddock,Food (and other) preferences,
20674,Liking for ham,Food (and other) preferences,
20675,Liking for hard cheese,Food (and other) preferences,
20676,Liking for herring,Food (and other) preferences,
20677,Liking for honey,Food (and other) preferences,
20678,Liking for horseradish/wasabi,Food (and other) preferences,
20679,Liking for ice cream,Food (and other) preferences,
20680,Liking for jam,Food (and other) preferences,
20681,Liking for kiwi fruit,Food (and other) preferences,
20682,Liking for lager,Food (and other) preferences,
20683,Liking for lamb,Food (and other) preferences,
20684,Liking for lemons,Food (and other) preferences,
20685,Liking for lentils/beans,Food (and other) preferences,
20686,Liking for liver,Food (and other) preferences,
20687,Liking for mackerel,Food (and other) preferences,
20688,Liking for marzipan,Food (and other) preferences,
20689,Liking for mayonnaise,Food (and other) preferences,
20690,Liking for melon,Food (and other) preferences,
20691,Liking for milk chocolate,Food (and other) preferences,
20692,Liking for mushrooms,Food (and other) preferences,
20693,Liking for onions,Food (and other) preferences,
20694,Liking for orange juice,Food (and other) preferences,
20695,Liking for oranges,Food (and other) preferences,
20696,Liking for pasta,Food (and other) preferences,
20697,Liking for pears,Food (and other) preferences,
20698,Liking for pizza,Food (and other) preferences,
20699,Liking for plain yogurt,Food (and other) preferences,
20700,Liking for plums,Food (and other) preferences,
20701,Liking for pollock,Food (and other) preferences,
20702,Liking for pork chop,Food (and other) preferences,
20703,Liking for porridge,Food (and other) preferences,
20704,Liking for potato crisps,Food (and other) preferences,
20705,Liking for potatoes,Food (and other) preferences,
20706,Liking for prawns,Food (and other) preferences,
20707,Liking for raw carrots,Food (and other) preferences,
20708,Liking for red meat,Food (and other) preferences,
20709,Liking for red wine,Food (and other) preferences,
20710,Liking for regular (non-diet) fizzy drinks,Food (and other) preferences,
20711,Liking for roast chicken,Food (and other) preferences,
20712,Liking for salad dressing,Food (and other) preferences,
20713,Liking for salad leaves,Food (and other) preferences,
20714,Liking for salami,Food (and other) preferences,
20715,Liking for salmon,Food (and other) preferences,
20716,Liking for salty foods,Food (and other) preferences,
20717,Liking for salty pretzels,Food (and other) preferences,
20718,Liking for sardines,Food (and other) preferences,
20719,Liking for sausages (meat),Food (and other) preferences,
20720,Liking for savoury biscuits,Food (and other) preferences,
20721,Liking for shellfish (other than prawns),Food (and other) preferences,
20722,Liking for skimmed milk,Food (and other) preferences,
20723,Liking for smoked fish,Food (and other) preferences,
20724,Liking for soft cheese,Food (and other) preferences,
20725,Liking for soy sauce,Food (and other) preferences,
20726,Liking for soya milk,Food (and other) preferences,
20727,Liking for spicy foods,Food (and other) preferences,
20728,Liking for spinach,Food (and other) preferences,
20729,Liking for spirits,Food (and other) preferences,
20730,Liking for strawberries,Food (and other) preferences,
20731,Liking for sweet coffee house drinks,Food (and other) preferences,
20732,Liking for sweet foods,Food (and other) preferences,
20733,Liking for taking the stairs,Food (and other) preferences,
20734,Liking for tea with sugar,Food (and other) preferences,
20735,Liking for tea without sugar,Food (and other) preferences,
20737,Liking for tinned tuna,Food (and other) preferences,
20736,Liking for tomato ketchup,Food (and other) preferences,
20738,Liking for turnip (white),Food (and other) preferences,
20739,Liking for vegetables,Food (and other) preferences,
20740,Liking for vinegar,Food (and other) preferences,
20741,Liking for watching television,Food (and other) preferences,
20742,Liking for whisky,Food (and other) preferences,
20743,Liking for white bread,Food (and other) preferences,
20744,Liking for white rice,Food (and other) preferences,
20745,Liking for white wine,Food (and other) preferences,
20746,Liking for whole grain breakfast cereal,Food (and other) preferences,
20747,Liking for whole milk,Food (and other) preferences,
20748,Liking for wholemeal bread,Food (and other) preferences,
20749,Liking for working up a sweat,Food (and other) preferences,
23756,"Linoleic Acid to Total Fatty Acids percentage, QC Flag",NMR metabolomics QC indicators,
28737,Little interest or pleasure in doing things over the last 2 weeks,Health and well-being,
120104,Little interest or pleasure in doing things over the last two weeks,Experience of pain,
103090,Liver intake,Meat/fish yesterday,
28036,Lives with others in main home,Waves 1-6 exposure questionnaire,
103210,Lobster/crab intake,Meat/fish yesterday,
2020,"Loneliness, isolation",Mental health,
2188,"Long-standing illness, disability or infirmity",General health,
21067,Long-term/recurrent antibiotics as child or teenager,Digestive health,
29145,Longest amount of time that engaged in these behaviours outside of periods of low weight or overeating/binge eating,Eating patterns,
29142,Longest amount of time that engaged in these behaviours when overeating/binge eating,Eating patterns,
29133,Longest amount of time that overate or binge ate at least once a week,Eating patterns,
20492,Longest period of mania or irritability,Mania,
29052,Longest period of mania or irritability,Mood changes,
4836,Loud music exposure frequency,Hearing,
100160,Low calorie drink intake,Hot/cold beverages yesterday,
100540,Low calorie hot chocolate intake,Hot/cold beverages yesterday,
102850,Low fat cheese spread intake,Milk/eggs/cheese yesterday,
102810,Low fat hard cheese intake,Milk/eggs/cheese yesterday,
29128,Low weight had/has negative consequences for health,Eating patterns,
23067,MCV seropositivity for Merkel Cell Polyomavirus,Infectious Diseases,
28097,Main mode of transport between mid-March and the end of June (i.e the first UK lockdown),Waves 1-6 exposure questionnaire,
28099,Main mode of transport between mid-September and the end of October,Waves 1-6 exposure questionnaire,
28098,Main mode of transport between the start of July and mid-September,Waves 1-6 exposure questionnaire,
28100,Main mode of transport between the start of November and the start of December,Waves 1-6 exposure questionnaire,
1538,Major dietary changes in the last 5 years,Diet,
104510,Mango intake,Fruit/vegetables yesterday,
104050,Mashed potato intake,Fruit/vegetables yesterday,
1787,Maternal smoking around birth,Early life factors,
20764,Matrices puzzle completion status,Matrix pattern completion,
20454,Maximum frequency of taking cannabis,Cannabis use,
103000,Meat consumers,Meat/fish yesterday,
104520,Melon intake,Fruit/vegetables yesterday,
3720,Menstruating today,Female-specific factors,
21069,Method of coeliac disease/gluten sensitivity diagnosis,Digestive health,
29158,Method of diagnosis when first had COVID-19,COVID-19,
29160,Method of diagnosis when had COVID-19 most recently,COVID-19,
20012,Method of recording time when cancer first diagnosed,Medical conditions,
20013,Method of recording time when non-cancer illness first diagnosed,Medical conditions,
20014,Method of recording time when operation occurred,Operations,
30503,Microalbumin in urine device ID,Urine processing,
30505,Microalbumin in urine result flag,Urine assays,
31117,Middle slice QC score,Cardiac and aortic function #2,
100890,Milk added to cereal,Cereal yesterday,
102280,Milk chocolate intake,Soup/snacks/pastries yesterday,
100520,Milk intake,Hot/cold beverages yesterday,
1418,Milk type used,Diet,
102140,Milk-based pudding intake,Soup/snacks/pastries yesterday,
1930,Miserableness,Mental health,
104440,Mixed fruit intake,Fruit/vegetables yesterday,
104060,Mixed vegetable intake,Fruit/vegetables yesterday,
22640,Mixture of day and night shifts worked,Employment history,
29150,Mobility problems today,General health,
120098,Mobility problems today,Experience of pain,
30477,Moderate exercise in past month,Lifestyle routines,
23754,"Monounsaturated Fatty Acids to Total Fatty Acids percentage, QC Flag",NMR metabolomics QC indicators,
55,Month of attending assessment centre,Reception,
52,Month of birth,Baseline characteristics,
1920,Mood swings,Mental health,
21029,More frequent bowel movements when abdominal discomfort/pain started,Digestive health,
20422,More irritable than usual during worst period of anxiety,Anxiety,
1180,Morning/evening person (chronotype),Sleep,
1835,Mother still alive,Family history,
117,Mother's month of birth,Early life factors,#
120111,Moving or speaking slower or faster than usual over the last two weeks,Experience of pain,
102890,Mozzarella intake,Milk/eggs/cheese yesterday,
100800,Muesli intake,Cereal yesterday,
20540,Multiple worries during worst period of anxiety,Anxiety,
104250,Mushroom intake,Fruit/vegetables yesterday,
20262,Myopia diagnosis,Visual acuity,
101230,Naan bread intake,Bread/pasta/rice yesterday,
1190,Nap during day,Sleep,
30475,Napped during the day in past month,Lifestyle routines,
3404,Neck/shoulder pain for 3+ months,Pain,
1970,Nervous feelings,Mental health,
22650,Night shifts worked,Employment history,
28125,Nights spent in a hospital between 1st March 2020 and 30th November 2020,Waves 1-6 exposure questionnaire,
28124,Nights spent in a second home between 1st March 2020 and 30th November 2020,Waves 1-6 exposure questionnaire,
28126,Nights spent in another place between 1st March 2020 and 30th November 2020,Waves 1-6 exposure questionnaire,
28122,Nights spent in friend's or relative's home between 1st March 2020 and 30th November 2020,Waves 1-6 exposure questionnaire,
28123,Nights spent in hotel/guest house/bed and breakfast between 1st March 2020 and 30th November 2020,Waves 1-6 exposure questionnaire,
103980,No fat for cooking,Spreads/sauces/cooking oils yesterday,
4825,Noisy workplace,Hearing,
4501,Non-accidental death in close genetic family,Family history,
2654,Non-butter spread type details,Diet,
1339,Non-oily fish intake,Diet,
28736,Not being able to stop or control worrying over the last 2 weeks,Health and well-being,
28037,Number of 0-4 year olds in main home,Waves 1-6 exposure questionnaire,
28039,Number of 12-18 year olds in main home,Waves 1-6 exposure questionnaire,
28040,Number of 19-29 year olds in main home,Waves 1-6 exposure questionnaire,
28041,Number of 30-39 year olds in main home,Waves 1-6 exposure questionnaire,
28042,Number of 40-49 year olds in main home,Waves 1-6 exposure questionnaire,
28038,Number of 5-11 year olds in main home,Waves 1-6 exposure questionnaire,
28043,Number of 50-59 year olds in main home,Waves 1-6 exposure questionnaire,
28044,Number of 60-69 year olds in main home,Waves 1-6 exposure questionnaire,
28045,Number of 70-79 year olds in main home,Waves 1-6 exposure questionnaire,
28046,Number of 80+ year olds in main home,Waves 1-6 exposure questionnaire,
41266,Number of babies delivered from single pregnancy,Summary Maternity,
101350,Number of baguettes with butter/margarine,Bread/pasta/rice yesterday,
101390,Number of baps with butter/margarine,Bread/pasta/rice yesterday,
101430,Number of bread rolls with butter/margarine,Bread/pasta/rice yesterday,
101310,Number of bread slices with butter/margarine,Bread/pasta/rice yesterday,
32110,Number of brothers and sisters,Family history,
101470,Number of crackers/crispbreads with butter/margarine,Bread/pasta/rice yesterday,
21037,Number of days (out of 10) with abdominal pain,Digestive health,
30468,Number of nights a week had problems with sleep in 2019,Quality of sleep,
30538,Number of nights a week of problematic sleep in the past month,Insomnia,
101510,Number of oatcakes with butter/margarine,Bread/pasta/rice yesterday,
101550,Number of other bread types with butter/margarine,Bread/pasta/rice yesterday,
28052,Number of people in main home had COVID-19,Waves 1-6 exposure questionnaire,
28053,Number of people in main home tested positive for COVID-19,Waves 1-6 exposure questionnaire,
28051,Number of people in main home who regularly worked outside the home,Waves 1-6 exposure questionnaire,
29162,Number of people living in household,Social situation,
28035,Number of separate rooms in main home,Waves 1-6 exposure questionnaire,
20543,Number of things worried about during worst period of anxiety,Anxiety,
29101,Number of times known person has commented on drinking,Alcohol use,
20482,Number of times self-harmed,Self-harm behaviours,
30462,Number of times woke up in the night during the past month,Quality of sleep,
728,Number of vehicles in household,Household,
120051,Numbness present in pain that bothers the most,Experience of pain,
6072,OCT measured (left),Retinal optical coherence tomography,
6070,OCT measured (right),Retinal optical coherence tomography,
100810,Oat crunch intake,Cereal yesterday,
101260,Oatcakes intake,Bread/pasta/rice yesterday,
30562,Occurrence of snoring,Sleep disturbances,
1329,Oily fish intake,Diet,
103160,Oily fish intake,Meat/fish yesterday,
102490,Olives intake,Soup/snacks/pastries yesterday,
23751,"Omega-3 Fatty Acids to Total Fatty Acids percentage, QC Flag",NMR metabolomics QC indicators,
23759,"Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio, QC Flag",NMR metabolomics QC indicators,
23752,"Omega-6 Fatty Acids to Total Fatty Acids percentage, QC Flag",NMR metabolomics QC indicators,
102950,Omelette intake,Milk/eggs/cheese yesterday,
20457,Ongoing addiction or dependence on illicit or recreational drugs,Addictions,
20504,Ongoing addiction or dependence to over-the-counter medication,Addictions,
20415,Ongoing addiction to alcohol,Addictions,
20432,Ongoing behavioural or miscellanous addiction,Addictions,
104260,Onion intake,Fruit/vegetables yesterday,
12188,Operator indicated brain MRI measurement completed,Brain MRI,
104530,Orange intake,Fruit/vegetables yesterday,
100190,Orange juice intake,Hot/cold beverages yesterday,
3065,Ordering of blows,Spirometry,
100740,Other alcohol intake,Alcoholic beverages yesterday,
29046,Other antidepressants have helped feel better,Depression,
101270,Other bread intake,Bread/pasta/rice yesterday,
100860,Other cereal intake,Cereal yesterday,
102910,Other cheese intake,Milk/eggs/cheese yesterday,
100330,Other coffee type,Hot/cold beverages yesterday,
102230,Other dessert intake,Soup/snacks/pastries yesterday,
100560,Other drink intake,Hot/cold beverages yesterday,
102980,Other egg intake,Milk/eggs/cheese yesterday,
2227,Other eye problems,Eyesight,
103230,Other fish intake,Meat/fish yesterday,
104590,Other fruit intake,Fruit/vegetables yesterday,
102780,Other grain intake,Bread/pasta/rice yesterday,
103100,Other meat intake,Meat/fish yesterday,
102150,Other milk-based pudding intake,Soup/snacks/pastries yesterday,
100510,Other non-alcoholic drinks,Hot/cold beverages yesterday,
102500,Other savoury snack intake,Soup/snacks/pastries yesterday,
2473,Other serious medical condition/disability diagnosed by doctor,Medical conditions,
102380,Other sweets intake,Soup/snacks/pastries yesterday,
100440,Other tea intake,Hot/cold beverages yesterday,
